date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2008-04-12,2719,6015,1478,700,1433,0,6330,0,0,-315
2008-04-12,2977,6484,1942,697,1416,0,7031,0,0,-547
2008-04-12,2740,6338,1907,750,1434,0,6832,0,0,-493
2008-04-12,2546,6271,1973,750,1431,0,6700,0,0,-429
2008-04-13,2461,5435,1179,733,1431,0,5804,0,0,-370
2008-04-13,2332,5653,1750,737,1431,0,6250,0,0,-597
2008-04-13,2273,5736,1776,761,1436,0,6246,0,0,-509
2008-04-13,2347,5940,1836,778,1435,0,6396,0,0,-456
2008-04-14,2354,5760,1679,795,1440,0,6269,0,0,-509
2008-04-14,3007,7434,3003,819,1431,0,8260,0,0,-826
2008-04-14,2934,6926,2572,801,1428,0,7734,0,0,-808
2008-04-14,2738,6578,2222,795,1436,0,7190,0,0,-612
2008-04-15,2886,6314,1856,708,1436,0,6887,0,0,-574
2008-04-15,3495,7916,3052,738,1434,0,8719,0,0,-804
2008-04-15,3259,7343,2717,722,1407,0,8105,0,0,-762
2008-04-16,2732,6559,2257,720,1443,0,7153,0,0,-594
2008-04-16,2615,6279,2191,710,1437,0,6953,0,0,-674
2008-04-16,3391,7694,2966,741,1440,0,8538,0,0,-844
2008-04-16,3242,7151,2693,730,1440,0,8105,0,0,-955
2008-04-17,2790,6590,2416,735,1441,0,7382,0,0,-791
2008-04-17,2743,6427,2155,726,1441,0,7064,0,0,-637
2008-04-17,3376,7505,2828,729,1416,0,8349,0,0,-844
2008-04-17,2944,7026,2698,718,1432,0,7792,0,0,-766
2008-04-18,2850,6766,2455,727,1437,0,7470,0,0,-704
2008-04-18,2549,6563,2233,728,1436,0,6946,0,0,-383
2008-04-18,2590,7203,2938,717,1421,0,7666,0,0,-463
2008-04-18,2501,6665,2514,717,1435,0,7167,0,0,-502
2008-04-19,2462,6440,2223,727,1436,0,6848,0,0,-408
2008-04-19,2289,5951,1986,721,1437,0,6432,0,0,-481
2008-04-19,2341,6490,2448,708,1434,0,6932,0,0,-441
2008-04-19,2333,6238,2206,706,1416,0,6662,0,0,-424
2008-04-20,2344,6432,2338,695,1434,0,6810,0,0,-378
2008-04-20,2077,5680,1958,629,1435,0,6098,0,0,-418
2008-04-20,2045,5554,1836,678,1435,0,5995,0,0,-440
2008-04-20,2018,5376,1646,672,1438,0,5774,0,0,-398
2008-04-21,1989,5644,1974,655,1435,0,6053,0,0,-409
2008-04-21,2197,5801,1971,653,1436,0,6258,0,0,-457
2008-04-21,2647,6985,2678,659,1438,0,7422,0,0,-437
2008-04-21,2394,6627,2545,667,1442,0,7047,0,0,-420
2008-04-22,2341,6172,2139,651,1437,0,6568,0,0,-396
2008-04-22,2290,5829,1885,624,1435,0,6235,0,0,-406
2008-04-22,2412,6978,2850,699,1427,0,7388,0,0,-410
2008-04-22,2521,7089,2782,702,1434,0,7438,0,0,-349
2008-04-23,2832,6072,2890,717,0,0,6439,0,0,-367
2008-04-23,3115,6085,2716,719,0,0,6549,0,0,-464
2008-04-23,3574,7292,3192,931,0,0,7698,0,0,-406
2008-04-23,3279,6581,2772,968,0,0,7018,0,0,-437
2008-04-24,2974,6303,2898,843,0,0,6714,0,0,-411
2008-04-24,2871,6211,2815,813,0,0,6499,0,0,-288
2008-04-24,3541,7484,3403,927,0,0,7871,0,0,-386
2008-04-24,3315,6966,3103,843,92,0,7353,0,0,-387
2008-04-25,3199,6602,2664,987,9,0,6859,0,0,-257
2008-04-25,2536,6192,2450,878,493,0,6358,0,0,-166
2008-04-25,2604,6843,3216,731,700,0,7251,0,0,-408
2008-04-25,2206,6258,3037,697,752,0,6692,0,0,-434
2008-04-26,2196,6004,2286,681,1239,0,6402,0,0,-398
2008-04-26,1916,5456,1917,650,1389,0,5871,0,0,-416
2008-04-26,2004,5960,2240,651,1403,0,6297,0,0,-338
2008-04-26,1935,5820,2194,706,1403,0,6239,0,0,-419
2008-04-27,1901,5465,1852,706,1403,0,5862,0,0,-398
2008-04-27,1540,4784,1581,682,1403,0,5206,0,0,-422
2008-04-27,1363,4957,1888,678,1403,0,5332,0,0,-375
2008-04-27,1397,5030,1959,681,1403,0,5440,0,0,-410
2008-04-28,1321,4910,1983,615,1403,0,5323,0,0,-413
2008-04-28,1323,4812,1942,618,1403,0,5286,0,0,-474
2008-04-28,1370,5089,2231,582,1403,0,5586,0,0,-497
2008-04-28,1423,5427,2452,608,1403,0,5887,0,0,-460
2008-04-29,1464,4943,1983,626,1403,0,5477,0,0,-534
2008-04-29,1464,5636,2565,621,1403,0,6054,0,0,-418
2008-04-29,1672,5959,2710,622,1403,0,6408,0,0,-449
2008-04-29,1658,6068,2804,617,1403,0,6482,0,0,-414
2008-04-30,1582,5298,2160,605,1403,0,5750,0,0,-453
2008-04-30,1657,6197,2971,610,1403,0,6641,0,0,-445
2008-04-30,1795,6340,2970,624,1403,0,6793,0,0,-453
2008-04-30,1827,6770,3412,609,1403,0,7251,0,0,-482
2008-05-01,1689,5405,2330,460,1403,0,5882,0,0,-477
2008-05-01,1754,5775,2733,442,1403,0,6332,0,0,-557
2008-05-01,1710,5580,2574,436,1403,0,6123,0,0,-544
2008-05-01,2063,6612,3152,459,1403,0,7077,0,0,-466
2008-05-02,1715,5184,2041,450,1403,0,5609,0,0,-426
2008-05-02,1684,5968,2998,438,1403,0,6522,0,0,-555
2008-05-02,1713,5898,2873,441,1403,0,6431,0,0,-532
2008-05-02,2048,6621,3298,452,1403,0,7201,0,0,-580
2008-05-03,1836,5197,2015,383,1403,0,5637,0,0,-440
2008-05-03,2003,6116,2795,383,1403,0,6584,0,0,-468
2008-05-03,2035,5911,2539,385,1403,0,6362,0,0,-451
2008-05-03,2145,6183,2819,373,1403,0,6740,0,0,-557
2008-05-04,1905,5193,2003,382,1403,0,5693,0,0,-500
2008-05-04,1810,5510,2408,384,1403,0,6005,0,0,-496
2008-05-04,1861,5418,2145,382,1403,0,5791,0,0,-373
2008-05-04,2159,5871,2317,403,1403,0,6283,0,0,-411
2008-05-05,2309,5438,1815,392,1403,0,5919,0,0,-482
2008-05-05,2833,7030,2874,407,1403,0,7518,0,0,-488
2008-05-05,2902,6669,2538,397,1403,0,7241,0,0,-572
2008-05-05,2975,6490,2220,407,1403,0,7006,0,0,-516
2008-05-06,2612,5891,2074,407,1403,0,6497,0,0,-606
2008-05-06,2926,7008,2915,389,1403,0,7633,0,0,-625
2008-05-06,2611,6480,2608,427,1403,0,7050,0,0,-570
2008-05-07,2508,6028,2143,447,1403,0,6502,0,0,-475
2008-05-07,2538,6187,2288,452,1403,0,6682,0,0,-495
2008-05-07,2788,7084,3030,445,1403,0,7666,0,0,-581
2008-05-07,2573,6646,2790,449,1403,0,7216,0,0,-570
2008-05-08,2346,6036,2273,442,1403,0,6464,0,0,-428
2008-05-08,2646,6523,2616,442,1403,0,7108,0,0,-585
2008-05-08,2837,7120,3012,442,1403,0,7694,0,0,-574
2008-05-08,2671,6766,2868,412,1403,0,7354,0,0,-589
2008-05-09,2596,5974,1903,448,1403,0,6351,0,0,-377
2008-05-09,2887,6721,2505,440,1403,0,7235,0,0,-514
2008-05-09,2975,7219,2936,448,1403,0,7763,0,0,-543
2008-05-09,2822,6741,2646,445,1403,0,7316,0,0,-575
2008-05-10,3184,5986,2023,444,703,0,6354,0,0,-368
2008-05-10,3006,6141,2395,445,703,0,6548,0,0,-407
2008-05-10,2914,6234,2686,438,703,0,6741,0,0,-507
2008-05-10,3302,6579,2614,459,703,0,7078,0,0,-498
2008-05-11,2865,5544,1877,438,703,0,5882,0,0,-338
2008-05-11,2686,5469,2089,434,703,0,5912,0,0,-443
2008-05-11,2679,5485,2114,439,703,0,5935,0,0,-450
2008-05-11,3181,6495,2511,439,703,0,6834,0,0,-339
2008-05-12,2606,5301,1907,437,703,0,5653,0,0,-352
2008-05-12,3456,7124,2861,439,703,0,7460,0,0,-336
2008-05-12,3090,6759,2890,434,703,0,7118,0,0,-359
