date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2010-04-12,1585,5125,1645,441,1431,0,5096,0,0,29
2010-04-12,2287,6760,2805,413,1409,0,6916,0,0,-156
2010-04-12,2143,6424,2579,407,1434,0,6556,0,0,-132
2010-04-12,2122,6032,2034,433,1430,0,6017,0,0,15
2010-04-13,1916,5666,1919,417,1424,0,5679,0,0,-13
2010-04-13,2195,6665,2728,468,1425,0,6815,0,0,-150
2010-04-13,1836,6454,2827,435,1429,0,6526,0,0,-73
2010-04-13,1929,6092,2293,448,1430,0,6100,0,0,-8
2010-04-14,2035,5742,1911,445,1431,0,5817,0,0,-75
2010-04-14,2132,6949,3031,496,1420,0,7080,0,0,-132
2010-04-14,2185,6657,2749,468,1426,0,6828,0,0,-171
2010-04-14,2109,6286,2432,456,1425,0,6422,0,0,-136
2010-04-15,2139,5812,1817,433,1426,0,5816,0,0,-4
2010-04-15,2582,7189,2787,494,1427,0,7292,0,0,-104
2010-04-15,2466,7013,2750,464,1431,0,7110,0,0,-97
2010-04-15,2246,6227,2154,445,1431,0,6276,0,0,-49
2010-04-16,2198,5914,1833,437,1428,0,5896,0,0,18
2010-04-16,2526,7146,2864,468,1424,0,7282,0,0,-137
2010-04-16,2168,6606,2676,467,1429,0,6742,0,0,-136
2010-04-16,2219,6305,2173,464,1433,0,6286,0,0,19
2010-04-17,1875,5604,1723,508,1423,0,5527,0,0,77
2010-04-17,1846,6204,2552,518,1426,0,6346,0,0,-142
2010-04-17,1836,5806,2026,502,1428,0,5790,0,0,16
2010-04-17,1886,5873,2163,500,1430,0,5979,0,0,-107
2010-04-18,1704,5191,1426,489,1425,0,5046,0,0,145
2010-04-18,1764,5393,1775,491,1424,0,5454,0,0,-62
2010-04-18,1776,5244,1668,495,1430,0,5365,0,0,-121
2010-04-18,1827,5510,1785,497,1427,0,5535,0,0,-25
2010-04-19,1872,5307,1455,490,1427,0,5241,0,0,65
2010-04-19,2363,6812,2708,496,1413,0,6978,0,0,-166
2010-04-19,2388,6752,2634,353,1430,0,6806,0,0,-54
2010-04-20,2548,6273,2583,349,712,0,6192,0,0,81
2010-04-20,3055,7229,3158,397,715,0,7321,0,0,-93
2010-04-20,3082,7702,3472,528,710,0,7796,0,0,-94
2010-04-21,2565,5664,1692,448,712,0,5415,0,0,249
2010-04-21,3101,6929,2651,335,715,0,6801,0,0,128
2010-04-21,2661,6539,2538,490,713,0,6402,0,0,137
2010-04-21,2883,7691,3411,494,718,0,7504,0,0,187
2010-04-22,1989,5524,1755,444,1261,0,5443,0,0,81
2010-04-22,2391,7060,2995,446,1425,0,7254,0,0,-195
2010-04-22,2233,6800,2824,447,1423,0,6927,0,0,-127
2010-04-22,2458,7712,3468,465,1432,0,7823,0,0,-111
2010-04-23,1956,5467,1735,433,1427,0,5550,0,0,-83
2010-04-23,2443,6873,2769,428,1419,0,7059,0,0,-185
2010-04-23,2001,6273,2513,431,1431,0,6378,0,0,-105
2010-04-23,2375,7209,3090,440,1432,0,7336,0,0,-127
2010-04-24,1804,5480,1781,424,1427,0,5435,0,0,44
2010-04-24,1942,6287,2691,431,1427,0,6496,0,0,-209
2010-04-24,1748,5808,2289,418,1427,0,5883,0,0,-75
2010-04-24,1924,6683,2912,460,1426,0,6726,0,0,-43
2010-04-25,1628,5159,1671,429,1427,0,5152,0,0,7
2010-04-25,1699,5339,2037,283,1423,0,5442,0,0,-103
2010-04-25,1596,5107,1852,419,1427,0,5300,0,0,-193
2010-04-25,1913,6326,2618,466,1429,0,6422,0,0,-96
2010-04-26,1694,4762,1209,444,1429,0,4767,0,0,-5
2010-04-26,2329,6976,2968,435,1410,0,7141,0,0,-165
2010-04-26,2225,6428,2461,441,1413,0,6536,0,0,-108
2010-04-26,2483,7233,2920,443,1428,0,7274,0,0,-42
2010-04-27,2086,5332,1400,439,1422,0,5346,0,0,-15
2010-04-27,2303,6835,2760,379,1407,0,6848,0,0,-13
2010-04-27,2162,6608,2678,378,1410,0,6630,0,0,-22
2010-04-27,2559,7105,2765,447,1428,0,7202,0,0,-97
2010-04-28,2045,5250,1337,429,1428,0,5235,0,0,15
2010-04-28,2458,6980,2714,427,1427,0,7027,0,0,-47
2010-04-28,2167,6567,2602,426,1409,0,6605,0,0,-38
2010-04-28,2513,6949,2662,437,1428,0,7043,0,0,-94
2010-04-29,2080,5503,1534,411,1425,0,5449,0,0,53
2010-04-29,2426,6768,2582,416,1415,0,6845,0,0,-77
2010-04-29,2168,6344,2437,416,1413,0,6436,0,0,-92
2010-04-29,2466,7109,2845,408,1430,0,7147,0,0,-38
2010-04-30,2004,5311,1440,379,1421,0,5247,0,0,64
2010-04-30,2385,6643,2551,397,1427,0,6763,0,0,-120
2010-04-30,2056,6153,2322,405,1422,0,6204,0,0,-51
2010-04-30,2455,6774,2521,400,1429,0,6808,0,0,-34
2010-05-01,1766,5074,1397,241,1426,0,4833,0,0,241
2010-05-01,1764,5465,2022,240,1424,0,5453,0,0,11
2010-05-01,1464,5112,1874,244,1423,0,5007,0,0,105
2010-05-01,1648,6126,2830,271,1429,0,6179,0,0,-53
2010-05-02,1373,4552,1405,227,1425,0,4429,0,0,123
2010-05-02,1399,4928,1912,225,1428,0,4967,0,0,-38
2010-05-02,1403,4798,1795,226,1420,0,4845,0,0,-47
2010-05-02,1704,5943,2599,256,1428,0,5987,0,0,-44
2010-05-03,1375,4518,1355,230,1400,0,4362,0,0,156
2010-05-03,2139,6504,2777,218,1392,0,6528,0,0,-24
2010-05-03,2171,6427,2687,279,1381,0,6518,0,0,-91
2010-05-03,2165,6695,2921,274,1428,0,6787,0,0,-93
2010-05-04,1732,5048,1556,226,1423,0,4936,0,0,112
2010-05-04,2249,6509,2711,229,1415,0,6598,0,0,-89
2010-05-04,2064,6268,2558,229,1400,0,6255,0,0,13
2010-05-04,2236,6460,2603,224,1421,0,6488,0,0,-27
2010-05-05,1900,5099,1391,225,1399,0,4918,0,0,180
2010-05-05,2400,6446,2517,225,1395,0,6543,0,0,-97
2010-05-05,2296,6372,2659,130,1407,0,6488,0,0,-116
2010-05-05,2392,6594,2574,230,1427,0,6623,0,0,-30
2010-05-06,1986,5129,1401,233,1426,0,5044,0,0,86
2010-05-06,2357,6762,2783,290,1428,0,6858,0,0,-96
2010-05-06,2395,6315,2434,246,1415,0,6494,0,0,-180
2010-05-06,2361,6578,2661,235,1424,0,6686,0,0,-108
2010-05-07,1975,5019,1336,214,1422,0,4949,0,0,70
2010-05-07,2398,6639,2708,241,1414,0,6761,0,0,-121
2010-05-07,2335,6315,2512,241,1428,0,6512,0,0,-197
2010-05-07,2522,6406,2709,251,1047,0,6530,0,0,-124
2010-05-08,2366,5076,1740,272,697,0,5074,0,0,2
2010-05-08,2392,5821,2466,244,698,0,5796,0,0,25
2010-05-08,2262,5582,2379,252,696,0,5587,0,0,-5
2010-05-08,2463,6124,2722,254,703,0,6139,0,0,-15
2010-05-09,1924,4632,1628,241,701,0,4496,0,0,136
2010-05-09,2163,5230,2046,251,706,0,5167,0,0,63
2010-05-09,2153,5119,2021,251,706,0,5130,0,0,-11
2010-05-09,2310,5748,2421,245,704,0,5680,0,0,68
2010-05-10,2093,4651,1414,242,702,0,4450,0,0,201
2010-05-10,2715,6726,2989,311,708,0,6720,0,0,6
2010-05-10,2537,6196,2717,329,702,0,6281,0,0,-85
2010-05-10,2767,6501,2766,331,705,0,6570,0,0,-69
2010-05-11,2354,5039,1523,346,706,0,4928,0,0,112
2010-05-11,2834,6637,2759,339,704,0,6636,0,0,1
2010-05-11,2689,6520,2756,351,711,0,6507,0,0,13
2010-05-11,2858,6643,2723,352,708,0,6644,0,0,-1
2010-05-12,2359,5175,1670,353,702,0,5085,0,0,90
2010-05-12,2743,6625,2900,342,708,0,6693,0,0,-68
2010-05-12,2709,6432,2796,341,708,0,6552,0,0,-120
2010-05-12,2756,6324,2524,352,706,0,6340,0,0,-17
2010-05-13,2299,5167,1597,345,705,0,4946,0,0,221
2010-05-13,2540,6616,3042,357,704,0,6640,0,0,-23
2010-05-13,2468,6360,2776,357,706,0,6306,0,0,54
2010-05-13,2461,6282,2638,358,704,0,6162,0,0,120
2010-05-14,2265,5237,1743,355,705,0,5068,0,0,169
2010-05-14,2711,6677,2905,382,704,0,6701,0,0,-24
2010-05-14,2696,6388,2663,380,706,0,6444,0,0,-57
2010-05-14,2598,6196,2145,356,703,0,5802,0,0,394
2010-05-15,2242,5095,1574,353,700,0,4868,0,0,227
2010-05-15,2469,6012,2503,352,703,0,6027,0,0,-15
2010-05-15,2482,5994,2537,357,704,0,6081,0,0,-87
2010-05-15,2568,6161,2273,361,705,0,5908,0,0,254
2010-05-16,1883,4794,1720,271,702,0,4576,0,0,218
2010-05-16,2185,5269,2097,277,704,0,5264,0,0,6
2010-05-16,2114,5246,2158,278,701,0,5251,0,0,-5
2010-05-16,2292,5231,1899,265,704,0,5162,0,0,70
2010-05-17,2092,4822,1564,260,703,0,4619,0,0,203
2010-05-17,2884,6887,3018,262,710,0,6871,0,0,16
2010-05-17,2843,6414,2640,265,704,0,6449,0,0,-35
2010-05-17,2634,5934,2288,264,707,0,5892,0,0,43
2010-05-18,2249,5206,1781,266,703,0,4999,0,0,207
2010-05-18,3022,7002,3007,275,705,0,7009,0,0,-8
2010-05-18,2738,6745,2944,277,704,0,6666,0,0,80
2010-05-18,2413,5823,2375,277,705,0,5768,0,0,56
2010-05-19,2252,5417,2018,275,706,0,5252,0,0,165
2010-05-19,2750,6986,3106,285,704,0,6845,0,0,141
2010-05-19,2523,6438,2952,281,702,0,6459,0,0,-21
2010-05-20,2367,5862,2450,287,704,0,5810,0,0,52
2010-05-20,2317,5505,2225,284,705,0,5531,0,0,-26
2010-05-20,2686,6815,3128,279,703,0,6796,0,0,19
2010-05-20,2609,6482,2834,283,698,0,6421,0,0,61
2010-05-21,2350,5780,2318,276,703,0,5644,0,0,135
2010-05-21,2221,5418,2309,274,701,0,5507,0,0,-88
2010-05-21,2460,6510,3100,282,690,0,6532,0,0,-22
2010-05-21,2429,6257,2794,279,709,0,6211,0,0,46
2010-05-22,2220,5770,2662,275,703,0,5862,0,0,-92
2010-05-22,1907,5222,2361,270,706,0,5244,0,0,-22
2010-05-22,2372,6122,2826,275,705,0,6179,0,0,-57
2010-05-22,2123,5831,2767,277,706,0,5873,0,0,-43
2010-05-23,2101,5450,2252,277,706,0,5336,0,0,115
2010-05-23,1757,4579,1745,274,704,0,4480,0,0,99
2010-05-23,1878,5099,2396,276,705,0,5254,0,0,-155
2010-05-23,1644,4994,2359,275,704,0,4982,0,0,13
2010-05-24,1458,4912,2414,275,705,0,4850,0,0,61
2010-05-24,1381,4574,1889,349,707,0,4325,0,0,249
2010-05-24,1451,5323,2912,367,708,0,5438,0,0,-116
2010-05-24,1435,5223,2745,371,706,0,5257,0,0,-34
2010-05-25,1670,5127,2323,371,707,0,5070,0,0,56
2010-05-25,1702,5071,2312,358,706,0,5078,0,0,-6
2010-05-25,2371,6605,3249,370,708,0,6698,0,0,-92
2010-05-25,2166,6208,3028,378,706,0,6277,0,0,-69
2010-05-26,2066,5379,2164,369,707,0,5305,0,0,74
2010-05-26,1880,5130,2131,359,704,0,5072,0,0,59
2010-05-26,2339,6562,3228,357,709,0,6634,0,0,-72
2010-05-26,2079,6094,3023,366,706,0,6173,0,0,-79
2010-05-27,1985,5390,2358,360,705,0,5411,0,0,-21
2010-05-27,1921,5141,2213,359,704,0,5194,0,0,-53
2010-05-27,2429,6501,3190,360,707,0,6685,0,0,-184
2010-05-27,2235,6151,2951,367,705,0,6257,0,0,-106
2010-05-28,1866,5136,2263,361,705,0,5193,0,0,-57
2010-05-28,2118,5695,2610,368,704,0,5798,0,0,-103
2010-05-28,2431,6689,3267,361,701,0,6760,0,0,-71
2010-05-28,2158,6137,2991,363,706,0,6218,0,0,-81
2010-05-29,1751,5113,2283,358,703,0,5096,0,0,17
2010-05-29,1704,5075,2363,352,705,0,5124,0,0,-49
2010-05-29,2089,5884,2721,355,708,0,5872,0,0,12
2010-05-29,1939,5659,2727,360,705,0,5731,0,0,-72
2010-05-30,1638,5023,2171,355,701,0,4867,0,0,157
2010-05-30,1534,4489,1838,277,702,0,4352,0,0,137
2010-05-30,1716,5252,2591,277,705,0,5291,0,0,-39
2010-05-30,1717,5224,2527,275,704,0,5223,0,0,1
2010-05-31,1646,4665,1897,274,705,0,4519,0,0,145
2010-05-31,2066,5423,2495,252,703,0,5517,0,0,-93
2010-05-31,2597,6604,3057,273,708,0,6635,0,0,-32
2010-05-31,2526,6205,2822,273,707,0,6331,0,0,-127
2010-06-01,2190,5069,2070,172,695,0,5127,0,0,-58
2010-06-01,2258,5899,2845,173,693,0,5969,0,0,-70
2010-06-01,2891,6827,3256,178,694,0,7020,0,0,-192
2010-06-01,2657,6433,3097,180,693,0,6626,0,0,-194
2010-06-02,2169,5248,2303,180,697,0,5349,0,0,-101
2010-06-02,2388,6149,3027,177,699,0,6292,0,0,-142
2010-06-02,2669,6655,3285,178,710,0,6842,0,0,-187
2010-06-02,2350,6194,3151,176,710,0,6384,0,0,-190
2010-06-03,1918,5275,2050,167,1072,0,5206,0,0,70
2010-06-03,1863,6009,2797,166,1246,0,6068,0,0,-59
