date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2013-04-12,1725,5967,2086,710,1427,87,6035,0,0,-69
2013-04-12,1713,6751,2542,737,1413,396,6795,0,0,-44
2013-04-12,1535,6510,2205,732,1432,876,6772,1,0,-262
2013-04-13,1477,5882,1636,719,1432,963,6237,0,0,-355
2013-04-13,1271,5492,1509,740,1432,737,5687,0,0,-195
2013-04-13,1539,6082,2094,716,1431,256,6044,6,0,38
2013-04-13,1335,5895,2145,716,1432,429,6051,1,0,-156
2013-04-14,1241,5180,1578,698,1426,474,5422,0,0,-242
2013-04-14,1071,4945,1283,700,1429,583,5069,0,0,-124
2013-04-14,1032,5217,1351,695,1431,664,5190,5,0,27
2013-04-14,1111,5685,1895,698,1434,573,5708,0,0,-23
2013-04-15,978,4977,1131,673,1432,913,5125,0,0,-148
2013-04-15,1446,6588,2363,699,1432,1144,7081,0,0,-494
2013-04-15,1520,6754,1893,686,1405,1610,7099,4,0,-345
2013-04-15,1670,7382,2287,713,1423,1783,7870,0,0,-488
2013-04-16,1285,5427,1152,661,1430,1576,6108,0,0,-680
2013-04-16,1541,7286,2675,708,1422,1670,8030,1,0,-744
2013-04-16,1300,6539,1742,626,1434,1785,6882,6,0,-343
2013-04-16,1655,7447,2829,673,1428,1174,7759,0,0,-312
2013-04-17,1237,5431,1392,619,1434,920,5606,0,0,-175
2013-04-17,1489,6877,2602,628,1432,1051,7203,4,0,-326
2013-04-17,1315,6273,2073,632,1427,909,6369,6,0,-96
2013-04-17,1583,7322,3412,633,1430,96,7154,0,0,167
2013-04-18,1182,5410,1583,619,1429,359,5167,0,0,243
2013-04-18,1223,6739,3096,656,1423,134,6533,5,0,206
2013-04-18,1195,6153,2018,604,1409,625,5851,1,0,301
2013-04-18,1495,6810,2854,600,1429,295,6676,0,0,134
2013-04-19,1224,5494,1687,564,1429,430,5337,0,0,157
2013-04-19,1492,6757,2766,526,1414,493,6693,5,0,64
2013-04-19,1220,6197,2271,518,1430,685,6127,2,0,71
2013-04-19,1455,6353,2766,519,1429,118,6285,0,0,68
2013-04-20,1185,5507,1640,498,1430,593,5339,0,0,168
2013-04-20,1331,5852,2191,505,1433,353,5819,6,0,33
2013-04-20,1232,5492,2095,507,1432,77,5347,3,0,146
2013-04-20,1220,5449,2077,500,1428,293,5513,0,0,-64
2013-04-21,783,4757,1418,507,1428,549,4682,0,0,75
2013-04-21,768,5134,1558,518,1429,879,5158,5,0,-25
2013-04-21,736,5135,1462,517,1432,947,5096,1,0,40
2013-04-22,791,5003,1768,510,1428,474,4974,0,0,29
2013-04-22,860,5450,1925,509,1429,624,5350,0,0,101
2013-04-22,1305,6482,2955,557,1420,227,6469,7,0,13
2013-04-22,1316,6125,2648,513,1431,315,6227,0,0,-102
2013-04-23,958,5472,1891,548,1430,392,5222,0,0,250
2013-04-23,1069,6101,2577,506,1432,219,5807,0,0,294
2013-04-23,1129,6231,2509,502,1417,328,5889,6,0,342
2013-04-23,1012,6102,2304,493,1430,552,5780,0,0,323
2013-04-24,1086,5331,1812,482,1422,239,5045,0,0,286
2013-04-24,1246,6357,2670,515,1434,255,6122,1,0,235
2013-04-24,1260,6455,2632,568,1433,146,6045,6,0,410
2013-04-24,1228,6598,2886,553,1425,213,6304,0,0,294
2013-04-25,1017,5105,1555,499,1433,366,4869,0,0,235
2013-04-25,1265,6475,2934,555,1432,99,6289,3,0,186
2013-04-25,1242,6313,2464,506,1402,168,5794,6,0,520
2013-04-25,1271,7011,3261,552,1427,272,6782,0,0,230
2013-04-26,1077,4940,1475,469,1421,254,4696,0,0,245
2013-04-26,1275,6428,2891,494,1390,115,6168,4,0,260
2013-04-26,1265,6153,2619,526,1422,137,5974,5,0,178
2013-04-26,1271,6963,2918,542,1430,694,6853,0,0,110
2013-04-27,716,4943,1393,490,1424,927,4962,0,0,-19
2013-04-27,743,5783,2064,517,1433,1138,5895,5,0,-112
2013-04-27,750,5676,1661,502,1427,1432,5780,4,0,-104
2013-04-27,822,5996,2260,519,1429,926,5950,0,0,46
2013-04-28,468,4498,1390,479,1431,742,4509,0,0,10
2013-04-28,522,4881,2240,487,1430,200,4873,0,0,8
2013-04-28,460,4778,1673,489,1431,789,4845,2,0,-67
2013-04-29,466,4642,1356,480,1423,856,4586,0,0,57
2013-04-29,679,5261,1787,472,1429,812,5171,0,0,90
2013-04-29,829,6472,2880,694,1386,103,5900,6,0,572
2013-04-29,891,6173,2936,498,1421,179,5922,0,0,251
2013-04-30,804,4981,2129,423,1427,215,5002,0,0,-21
2013-04-30,899,5949,3049,457,1427,62,5895,1,0,54
2013-04-30,926,6384,3123,702,1412,105,6273,6,0,112
2013-04-30,928,6060,2886,442,1423,364,6045,0,0,15
2013-05-01,741,4734,1747,410,1417,319,4641,0,0,93
2013-05-01,804,5349,2346,418,1419,90,5079,2,0,270
2013-05-01,880,5437,2333,416,1422,258,5324,6,0,113
2013-05-01,902,6055,2782,426,1421,250,5780,0,0,275
2013-05-02,759,4391,1775,415,1422,51,4422,0,0,-31
2013-05-02,798,5739,2964,452,1395,169,5775,3,0,-36
2013-05-02,960,5844,2780,525,1408,125,5815,6,0,29
2013-05-02,1006,6563,3280,523,1423,338,6572,0,0,9
2013-05-03,790,4381,1671,407,1423,80,4373,0,0,8
2013-05-03,832,5415,2809,414,1381,31,5468,4,0,-53
2013-05-03,885,5430,2578,416,1421,273,5570,5,0,-140
2013-05-03,932,6104,3137,420,1421,246,6155,0,0,-51
2013-05-04,703,4307,1694,411,1418,135,4362,0,0,-54
2013-05-04,688,5340,2818,416,1415,31,5376,2,0,-35
2013-05-04,727,5238,2514,418,1417,201,5284,4,0,-46
2013-05-04,761,5497,2996,408,1420,85,5669,0,0,-172
2013-05-05,464,3911,1175,392,1419,499,3947,0,0,-36
2013-05-05,468,4066,1321,407,1416,484,4094,6,0,-27
2013-05-05,463,4007,1594,408,1414,168,4051,2,0,-44
2013-05-05,390,4420,1847,398,1417,704,4755,0,0,-335
2013-05-06,358,3708,1316,398,1423,732,4222,0,0,-514
2013-05-06,384,4235,2180,407,1415,331,4722,6,0,-487
2013-05-06,388,4436,2337,410,1413,240,4786,2,0,-350
2013-05-07,383,4323,2258,406,1414,75,4541,0,0,-218
