date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2014-04-12,1978,5831,1348,899,1420,122,5821,0,55,10
2014-04-12,1830,6624,2245,896,1419,38,6678,196,55,-54
2014-04-12,1709,6511,2099,884,1422,144,6428,114,56,82
2014-04-12,1847,6203,2223,868,1421,67,6486,0,62,-283
2014-04-13,1721,5359,1481,852,1419,47,5583,0,62,-224
2014-04-13,1698,5509,1703,778,1417,6,5922,259,63,-413
2014-04-13,1718,5381,1535,763,1421,37,5696,160,62,-315
2014-04-13,1756,5737,1892,867,1420,133,6131,0,62,-394
2014-04-14,1695,5546,1079,771,1424,632,5663,0,62,-116
2014-04-14,2135,6836,1742,862,1390,357,6910,362,63,-74
2014-04-14,2111,6575,1699,850,1412,673,6871,63,63,-296
2014-04-15,1884,5706,1268,829,1419,1070,6533,0,63,-827
2014-04-15,2425,7253,2218,915,1422,663,7771,66,63,-518
2014-04-15,2204,6791,1675,830,1403,773,7179,229,65,-389
2014-04-15,2399,6781,2260,844,1414,472,7453,0,64,-672
2014-04-16,1829,6057,1465,1087,1419,423,6287,0,64,-230
2014-04-16,2360,7600,2289,1227,1405,352,7847,155,59,-248
2014-04-16,2409,8076,2814,1330,1421,840,8879,1,64,-803
2014-04-17,1806,5763,1185,701,1423,1405,6582,0,62,-819
2014-04-17,2226,7454,1954,795,1373,1709,8246,126,63,-792
2014-04-17,2129,7090,1988,816,1376,1655,8050,24,63,-960
2014-04-18,1761,5810,1423,685,1418,1696,7046,0,62,-1236
2014-04-18,2142,6980,2132,796,1410,1363,7964,61,61,-983
2014-04-18,2254,6696,2199,723,1391,901,7675,146,62,-980
2014-04-18,2178,6604,1993,727,1413,1124,7496,0,62,-892
2014-04-19,1372,5254,1587,695,1422,1194,6331,0,62,-1076
2014-04-19,1409,5913,1761,682,1424,1698,7277,242,61,-1364
2014-04-19,1783,6962,2656,765,1424,1190,7879,0,62,-917
2014-04-20,1167,4869,1820,588,1420,376,5432,0,62,-563
2014-04-20,1199,4525,1734,581,1421,31,5371,343,62,-846
2014-04-20,1150,4569,2067,456,1422,59,5286,69,63,-718
2014-04-21,1203,4392,1633,432,1423,81,4834,0,63,-442
2014-04-21,1102,4386,1484,419,1422,28,4851,333,63,-465
2014-04-21,1099,4527,1458,447,1424,536,5135,113,60,-608
2014-04-22,1160,4696,1817,424,1426,857,5744,0,60,-1048
2014-04-22,1126,4714,1483,425,1421,749,5264,0,60,-549
2014-04-22,1316,5824,2473,400,1424,809,6779,298,59,-955
2014-04-22,1326,5823,2579,447,1425,646,6570,88,59,-747
2014-04-23,1369,5390,2619,403,1424,431,6303,0,58,-913
2014-04-23,1381,5497,2467,409,1423,4,5721,1,37,-224
2014-04-23,1369,6068,2752,391,1417,40,6417,397,52,-349
2014-04-23,1431,6369,3404,492,1415,76,6870,1,52,-501
2014-04-24,1449,5139,1998,454,1417,38,5407,0,52,-268
2014-04-24,1552,6601,2899,503,1426,364,6809,13,52,-208
2014-04-24,1600,6949,3473,472,1361,331,7414,126,51,-465
2014-04-24,1560,7038,3150,498,1407,989,7656,1,51,-618
2014-04-25,1227,5259,2015,438,1405,1137,6274,0,51,-1015
2014-04-25,1236,6310,2433,478,1426,1748,7376,15,40,-1066
2014-04-25,1475,6438,2921,479,1414,1195,7714,180,51,-1275
2014-04-25,1377,6706,3037,486,1411,1469,7832,1,52,-1126
2014-04-26,1288,5174,2092,444,1410,1038,6323,0,52,-1149
2014-04-26,1228,5774,2397,465,1424,1173,6785,46,52,-1012
2014-04-26,1199,5735,2393,449,1422,1030,7007,463,52,-1272
2014-04-26,1363,6080,2971,483,1421,617,6915,7,52,-835
2014-04-27,1133,4830,1967,451,1419,493,5515,0,52,-685
2014-04-27,1104,4914,1837,451,1423,575,5529,88,52,-615
2014-04-27,1141,4965,1939,434,1425,753,6165,422,52,-1200
2014-04-27,1256,5657,2935,481,1421,506,6652,2,51,-995
2014-04-28,1149,4814,1989,440,1419,176,5224,0,51,-410
2014-04-28,1399,6401,2933,483,1421,495,6832,50,51,-431
2014-04-28,1563,6570,3210,472,1394,73,7081,323,46,-511
2014-04-28,1539,6683,3449,506,1406,50,7003,7,46,-319
2014-04-29,1423,5266,2347,439,1417,4,5675,0,46,-409
2014-04-29,1612,6471,3175,497,1422,24,6801,25,46,-330
2014-04-29,1480,6210,2967,461,1400,161,6749,233,47,-539
2014-04-29,1584,6129,2849,482,1405,466,6835,0,49,-706
2014-04-30,1339,5573,2309,485,1417,6,5608,0,53,-35
2014-04-30,1453,6387,2716,848,1395,195,6976,311,58,-589
2014-04-30,1408,6105,2466,849,1392,153,6420,94,57,-315
2014-05-01,1338,5227,2335,420,1413,14,5577,0,57,-350
2014-05-01,1088,5413,2423,423,1420,15,5822,397,57,-409
2014-05-01,1183,5443,2486,443,1424,111,5768,64,57,-324
2014-05-02,1073,4932,2329,343,1422,37,5257,0,52,-325
2014-05-02,1221,4927,2038,341,1422,8,5081,8,58,-154
2014-05-02,1198,5560,2682,355,1423,162,5925,49,57,-365
2014-05-03,1222,4927,2265,338,1423,28,5332,0,57,-404
2014-05-03,1184,4963,2248,349,1422,44,5310,6,56,-348
2014-05-03,1411,5018,2475,359,1417,180,6015,116,56,-998
2014-05-03,1336,5453,2555,362,1421,560,6298,9,55,-845
2014-05-04,1153,4943,2129,328,1422,1038,6126,0,56,-1182
2014-05-04,1074,4602,1404,337,1424,1280,5564,2,44,-963
2014-05-04,1108,5321,2260,346,1423,1020,6411,196,57,-1089
2014-05-04,1478,5650,3012,356,1425,236,6607,44,57,-958
2014-05-05,1126,4762,2319,332,1418,414,5666,0,58,-904
2014-05-05,1447,6150,2230,346,1404,1885,7373,4,57,-1223
2014-05-05,1612,6898,2394,374,1351,1818,7839,233,57,-940
2014-05-05,1549,6779,2554,454,1383,1697,7707,12,57,-928
2014-05-06,1614,5298,1711,424,1399,1251,6455,0,56,-1157
2014-05-06,2148,6791,3354,453,1399,92,7702,204,52,-911
2014-05-06,1641,6207,2943,454,1372,52,6973,459,52,-766
2014-05-06,2059,7310,3492,450,1385,480,7917,0,52,-607
2014-05-07,1702,5361,2299,414,1396,351,6220,0,57,-859
2014-05-07,1791,6688,3285,434,1383,279,7564,335,58,-876
2014-05-07,1634,6221,2613,428,1375,568,7195,521,57,-974
2014-05-07,1778,7356,3677,432,1405,835,8183,0,55,-826
2014-05-08,1678,5487,2511,409,1418,302,6374,0,56,-888
2014-05-08,1847,6718,3235,452,1413,348,7634,283,56,-917
2014-05-08,1631,6046,2983,431,1411,36,6921,380,50,-890
2014-05-08,2183,7327,3656,443,1417,437,8195,3,56,-867
2014-05-09,1608,5322,1968,422,1422,676,6150,0,56,-829
2014-05-09,1627,6666,2919,437,1385,930,7684,328,57,-1018
2014-05-09,1678,6226,2825,441,1083,811,7254,360,57,-1028
2014-05-09,2129,7136,3785,450,1060,524,8005,0,58,-870
2014-05-10,1443,5119,2549,411,698,529,5682,0,52,-564
2014-05-10,1889,6243,3436,433,697,466,7135,162,52,-892
2014-05-10,1580,5759,3038,432,696,620,6786,369,52,-1027
2014-05-10,1908,6766,3940,476,699,510,7585,0,52,-818
2014-05-11,1461,4786,1853,414,701,319,4798,0,51,-13
2014-05-11,1407,4941,2134,410,711,82,5124,329,51,-183
2014-05-11,1181,4751,1981,423,709,100,4850,406,51,-99
2014-05-11,1434,5782,3037,431,708,463,6123,0,51,-341
2014-05-12,1340,4531,1752,411,708,566,4827,0,51,-296
2014-05-12,1538,6499,3104,459,708,1221,7274,204,40,-775
2014-05-12,1837,6267,3502,470,703,572,7251,125,43,-984
2014-05-12,1519,6485,3388,439,707,1079,7179,0,48,-694
2014-05-13,1781,5243,2594,422,706,208,5759,0,49,-516
2014-05-13,1993,6276,3151,455,708,32,6837,445,52,-561
2014-05-13,1717,6160,2959,448,693,538,6564,158,52,-404
2014-05-14,1890,5759,2726,427,705,601,6400,0,52,-641
2014-05-14,1763,5308,2707,422,706,653,6302,0,52,-994
2014-05-14,2125,6954,3129,446,708,1544,8166,161,53,-1211
2014-05-14,2081,7060,3248,442,712,1620,8194,39,52,-1134
2014-05-15,1640,5843,2669,416,712,1549,7043,0,57,-1199
2014-05-15,2134,5557,3076,399,706,350,6722,0,57,-1166
2014-05-15,2013,6751,3562,433,701,747,7704,189,58,-953
2014-05-15,1949,6455,3537,507,667,729,7555,108,58,-1100
2014-05-16,1719,5960,3288,475,713,395,6648,0,58,-687
2014-05-16,1639,5420,2805,489,706,416,6113,0,58,-693
2014-05-16,2157,6438,3455,540,708,365,7526,244,59,-1088
2014-05-16,2012,6336,3440,526,708,621,7568,203,58,-1231
2014-05-17,2079,6067,3430,524,709,126,6926,0,57,-859
2014-05-17,1705,5215,2673,495,711,84,5725,0,57,-510
2014-05-17,1647,5790,3016,508,708,385,6707,385,58,-917
2014-05-17,1813,5713,3265,540,708,302,6808,124,58,-1095
2014-05-18,1603,5230,2924,416,704,262,5966,0,56,-736
2014-05-18,1450,4655,2443,419,703,133,5211,7,56,-556
2014-05-18,1420,4888,2765,410,704,183,5985,446,57,-1097
2014-05-18,1568,5319,3289,422,703,127,6197,30,57,-877
2014-05-19,1476,4660,2541,422,707,491,5694,0,57,-1034
2014-05-19,1944,6025,3327,629,707,180,6892,47,57,-866
2014-05-19,2041,6216,3246,625,663,61,7216,522,57,-999
2014-05-19,2128,6279,3570,691,708,27,7219,37,57,-941
2014-05-20,1833,5278,2492,617,704,43,5746,0,57,-467
2014-05-20,2205,6219,2926,650,705,20,6624,60,57,-405
2014-05-20,2056,6272,3018,655,690,55,6986,455,57,-714
2014-05-20,2431,7193,4005,743,704,30,7961,30,57,-769
2014-05-21,1971,5200,2214,696,705,192,5835,0,57,-636
2014-05-21,2373,6258,3055,655,704,269,7389,276,57,-1130
2014-05-21,2137,6076,2740,732,698,411,7255,480,57,-1179
2014-05-21,2453,6822,3355,739,704,512,7821,0,59,-999
2014-05-22,1820,4987,1905,603,703,922,6010,0,58,-1022
2014-05-22,2387,6527,3044,679,705,491,7636,273,58,-1110
2014-05-22,2265,6283,2755,697,706,481,7400,437,58,-1117
2014-05-22,2576,6873,3556,749,707,199,7845,0,58,-972
2014-05-23,1710,5196,2379,618,706,352,5818,0,54,-622
2014-05-23,2231,6457,3243,750,696,134,7342,240,46,-885
2014-05-23,2142,6321,2836,736,704,229,7159,473,39,-838
2014-05-23,2029,6902,3671,755,705,253,7459,0,46,-558
2014-05-24,1668,5078,2279,509,705,201,5407,0,46,-329
2014-05-24,1845,5766,2730,536,704,137,6231,235,45,-465
2014-05-24,1741,5672,2604,491,704,271,6314,452,51,-643
2014-05-24,2038,6444,3268,552,706,100,6721,0,56,-276
2014-05-25,1636,4648,2205,458,706,7,5069,0,56,-421
2014-05-25,1542,4862,2251,472,705,45,5541,469,56,-678
2014-05-25,1771,5389,2984,516,706,77,6115,5,56,-725
2014-05-26,1577,4442,1861,463,705,213,4875,0,56,-433
2014-05-26,2367,6183,2841,560,705,158,6862,174,57,-679
2014-05-26,2461,6387,2707,701,684,123,7156,427,53,-768
2014-05-26,2544,6662,3390,756,704,2,7445,2,57,-783
2014-05-27,1945,4991,1847,543,702,92,5185,0,57,-194
2014-05-27,2399,6512,2735,915,706,18,7001,172,57,-489
2014-05-27,2405,6457,2404,959,705,189,7007,290,55,-550
2014-05-27,2446,6713,2950,978,705,148,7282,0,55,-568
2014-05-28,2005,5181,2026,523,706,84,5399,0,55,-219
2014-05-28,2456,6536,3152,591,586,33,7212,339,56,-676
2014-05-29,2369,6233,2783,515,692,189,6988,380,61,-756
2014-05-29,2426,6738,3476,514,705,147,7329,1,60,-591
2014-05-30,2119,5182,2218,462,701,42,5603,1,61,-421
2014-05-30,2462,6569,3486,494,704,276,7578,94,61,-1009
2014-05-30,2247,6373,2448,487,705,1295,7414,167,64,-1040
2014-05-30,2464,6939,3425,485,703,676,7818,1,64,-879
2014-05-31,1569,5141,2450,444,703,359,5589,0,64,-448
2014-05-31,1779,5744,2828,466,706,716,6649,89,64,-904
2014-05-31,1549,5725,2795,451,705,681,6519,275,63,-794
2014-05-31,1717,6306,2998,454,700,1167,7100,-1,64,-794
2014-06-01,1501,4766,2058,430,704,869,5625,0,64,-859
2014-06-01,1465,5008,2343,438,702,574,5701,115,64,-694
2014-06-01,1519,5090,2610,441,703,139,5695,220,64,-605
2014-06-01,1720,5880,3410,468,707,172,6540,0,64,-661
2014-06-02,1485,4456,2273,355,708,150,5034,0,65,-579
2014-06-02,2275,6530,3561,338,687,51,7149,175,64,-619
2014-06-02,2082,6216,3187,342,692,222,6895,305,64,-679
2014-06-02,2507,6933,3785,380,705,-3,7437,0,63,-503
2014-06-03,1929,5174,2420,318,704,98,5531,0,63,-357
2014-06-03,2341,6423,3545,363,690,-2,7236,236,64,-813
2014-06-03,2198,6457,3436,366,698,83,7256,413,63,-798
2014-06-03,2232,6732,3649,380,702,240,7268,1,63,-535
2014-06-04,1917,5193,2762,334,699,36,5811,0,63,-617
2014-06-04,2287,6403,3748,361,706,-12,7400,246,64,-997
2014-06-04,2224,6353,3493,348,704,23,7272,415,64,-919
2014-06-04,2310,7013,4154,377,702,134,7743,3,64,-730
2014-06-05,1752,5123,2432,312,705,513,5777,0,65,-654
2014-06-05,1910,6603,3623,363,706,710,7584,207,65,-981
2014-06-05,2100,6342,3537,381,696,244,7316,294,64,-975
2014-06-06,1681,5664,2624,345,696,1431,6842,0,64,-1178
2014-06-06,1803,5330,2421,328,696,1239,6557,5,64,-1227
2014-06-06,1758,6310,2629,359,690,1465,7489,523,64,-1180
2014-06-06,1848,6264,2858,365,697,1348,7387,207,64,-1123
2014-06-07,1479,5594,2375,224,697,1947,6786,0,64,-1193
2014-06-07,1594,4848,2305,225,697,1130,6022,7,64,-1174
