date,carbune,consum,hidro,hidrocarburi,nuclear,eolian,productie,fotovolt,biomasa,sold
2009-04-12,1393,4670,1535,539,1422,0,4888,0,0,-219
2009-04-12,1439,4934,1849,545,1423,0,5256,0,0,-321
2009-04-12,1423,4796,1738,539,1423,0,5123,0,0,-327
2009-04-13,1504,4944,1783,499,1426,0,5212,0,0,-268
2009-04-13,1828,5132,1528,516,1420,0,5292,0,0,-160
2009-04-13,2095,6154,2414,519,1422,0,6450,0,0,-296
2009-04-13,2374,6862,2816,559,1426,0,7176,0,0,-313
2009-04-14,1878,5134,1486,533,1424,0,5321,0,0,-188
2009-04-14,2346,6833,2867,415,1386,0,7014,0,0,-181
2009-04-14,2228,6604,2713,521,1423,0,6885,0,0,-281
2009-04-14,2190,6342,2322,523,1425,0,6460,0,0,-118
2009-04-15,2000,5566,1957,435,1420,0,5812,0,0,-246
2009-04-15,2102,6535,2908,479,1422,0,6911,0,0,-376
2009-04-15,1967,5924,2327,479,1421,0,6194,0,0,-270
2009-04-16,1989,5699,2178,487,1420,0,6075,0,0,-376
2009-04-16,1906,5450,1968,493,1418,0,5785,0,0,-335
2009-04-16,2065,6335,2759,495,1415,0,6733,0,0,-399
2009-04-16,1973,5940,2456,431,1419,0,6279,0,0,-339
2009-04-17,2058,5357,1789,431,1419,0,5698,0,0,-341
2009-04-17,1969,5679,2373,431,1426,0,6199,0,0,-520
2009-04-17,1878,5900,2611,354,1424,0,6266,0,0,-366
2009-04-17,1977,6022,2599,434,1421,0,6432,0,0,-410
2009-04-18,1884,4855,1528,436,1419,0,5267,0,0,-412
2009-04-18,1696,4956,1816,435,1423,0,5370,0,0,-414
2009-04-18,1764,5030,1928,354,1420,0,5466,0,0,-436
2009-04-18,2108,6251,2603,379,1425,0,6515,0,0,-264
2009-04-19,1380,4541,1737,429,1423,0,4970,0,0,-429
2009-04-19,1298,4217,1562,430,1422,0,4711,0,0,-494
2009-04-19,1283,4091,1413,429,1419,0,4544,0,0,-453
2009-04-19,1628,5422,2427,428,1421,0,5903,0,0,-481
2009-04-20,1249,4140,1416,428,1421,0,4514,0,0,-374
2009-04-20,1241,4471,1992,426,1421,0,5081,0,0,-610
2009-04-20,1213,4296,1842,424,1422,0,4900,0,0,-604
2009-04-20,1397,5389,2551,457,1420,0,5825,0,0,-436
2009-04-21,1295,4344,1475,430,1419,0,4619,0,0,-275
2009-04-21,1544,5672,2731,422,1419,0,6117,0,0,-444
2009-04-21,1388,5169,2464,423,1422,0,5697,0,0,-528
2009-04-21,1413,5413,2510,430,1420,0,5773,0,0,-360
2009-04-22,1670,4832,1756,430,1424,0,5281,0,0,-449
2009-04-22,1979,6373,2934,546,1406,0,6865,0,0,-492
2009-04-22,2050,5762,2476,477,1397,0,6401,0,0,-639
2009-04-23,1833,5436,2135,480,1423,0,5871,0,0,-435
2009-04-23,1677,5147,1754,483,1423,0,5336,0,0,-189
2009-04-23,1825,6071,2727,481,1391,0,6423,0,0,-352
2009-04-23,1643,5435,2232,485,1419,0,5779,0,0,-344
2009-04-24,1727,5110,1714,486,1419,0,5347,0,0,-236
2009-04-24,1759,5669,2487,415,1417,0,6078,0,0,-410
2009-04-24,1868,6027,2705,376,1419,0,6368,0,0,-341
2009-04-24,1900,6167,2786,424,1419,0,6528,0,0,-361
2009-04-25,1634,5105,1901,408,1418,0,5361,0,0,-255
2009-04-25,1682,5455,2214,421,1422,0,5738,0,0,-283
2009-04-25,1943,5654,2215,410,1421,0,5989,0,0,-335
2009-04-25,1971,6582,2861,438,1423,0,6693,0,0,-111
2009-04-26,1561,4733,1550,411,1418,0,4940,0,0,-208
2009-04-26,1554,4962,1930,407,1416,0,5307,0,0,-345
2009-04-26,1486,4823,1806,411,1407,0,5110,0,0,-287
2009-04-26,1761,6167,2914,416,1420,0,6511,0,0,-344
2009-04-27,1509,4541,1393,417,1415,0,4734,0,0,-194
2009-04-27,2014,6384,2687,506,1412,0,6619,0,0,-235
2009-04-27,1919,5907,2343,552,1411,0,6224,0,0,-317
2009-04-27,2065,6213,2505,551,1421,0,6543,0,0,-330
2009-04-28,1805,5085,1748,577,1416,0,5545,0,0,-460
2009-04-28,1869,6302,2792,583,1409,0,6654,0,0,-351
2009-04-28,1740,5908,2541,565,1415,0,6261,0,0,-353
2009-04-29,1826,5554,2026,604,1417,0,5873,0,0,-319
2009-04-29,1818,5316,1840,597,1415,0,5671,0,0,-355
2009-04-29,2047,6241,2674,613,1410,0,6744,0,0,-503
2009-04-29,1778,5695,2288,579,1414,0,6059,0,0,-364
2009-04-30,1807,5186,1693,575,1416,0,5491,0,0,-305
2009-04-30,1839,5962,2503,579,1417,0,6338,0,0,-376
2009-04-30,1835,6331,2860,575,1409,0,6679,0,0,-348
2009-04-30,1775,6027,2624,573,1417,0,6390,0,0,-362
2009-05-01,1620,4950,1718,493,1413,0,5244,0,0,-294
2009-05-01,1489,5016,1944,491,1418,0,5341,0,0,-325
2009-05-01,1431,5058,1983,457,1416,0,5286,0,0,-227
2009-05-01,1772,6032,2569,492,1415,0,6247,0,0,-215
2009-05-02,1566,4415,1370,449,1416,0,4801,0,0,-387
2009-05-02,1649,5036,1860,463,1418,0,5391,0,0,-355
2009-05-02,1513,5079,2135,398,1414,0,5460,0,0,-381
2009-05-02,1818,6199,2779,487,1420,0,6505,0,0,-306
2009-05-03,1505,4461,1533,388,1414,0,4840,0,0,-379
2009-05-03,1612,4828,1849,400,1414,0,5275,0,0,-447
2009-05-03,1464,4684,1758,400,1415,0,5038,0,0,-353
2009-05-03,1775,5422,2254,397,1418,0,5844,0,0,-422
2009-05-04,1519,4654,1542,455,1416,0,4931,0,0,-277
2009-05-04,1798,6348,2925,520,1418,0,6661,0,0,-313
2009-05-04,1658,5971,2655,546,1418,0,6276,0,0,-305
2009-05-04,1804,5532,2136,518,1414,0,5872,0,0,-340
2009-05-05,1771,5191,1785,529,1414,0,5499,0,0,-308
2009-05-05,1877,6425,2913,561,1418,0,6770,0,0,-345
2009-05-05,1834,5970,2549,540,1415,0,6339,0,0,-369
2009-05-06,1674,5265,1945,528,1414,0,5561,0,0,-296
2009-05-06,1664,5387,1914,539,1413,0,5531,0,0,-144
2009-05-06,1857,6070,2639,419,1395,0,6311,0,0,-241
2009-05-06,2043,6822,3030,464,1413,0,6951,0,0,-129
2009-05-07,1574,4997,1542,524,1414,0,5054,0,0,-57
2009-05-07,1896,6418,2818,501,1411,0,6627,0,0,-209
2009-05-07,1805,6123,2599,554,1406,0,6365,0,0,-243
2009-05-07,2032,6310,2551,532,1403,0,6518,0,0,-208
2009-05-08,1751,5071,1511,532,1403,0,5198,0,0,-127
2009-05-08,1929,6357,2660,534,1404,0,6526,0,0,-169
2009-05-08,1836,5878,2264,529,1407,0,6036,0,0,-157
2009-05-08,2300,5932,2342,544,871,0,6057,0,0,-125
2009-05-09,2230,4887,1661,549,694,0,5133,0,0,-246
2009-05-09,2244,5570,2336,547,709,0,5836,0,0,-266
2009-05-09,2114,5274,2121,531,707,0,5473,0,0,-199
2009-05-10,2328,5396,2000,529,705,0,5562,0,0,-166
2009-05-10,1992,4411,1239,511,708,0,4450,0,0,-39
2009-05-10,2092,4867,1771,542,711,0,5116,0,0,-249
2009-05-10,2066,4816,1729,538,713,0,5047,0,0,-230
2009-05-11,2051,4738,1690,478,713,0,4931,0,0,-194
2009-05-11,2190,4986,1656,501,711,0,5059,0,0,-73
2009-05-11,2543,6372,2893,499,710,0,6645,0,0,-273
