temp,pot,,avg_t_200,,avg_t_100,,avg_p_100,,,t2,p2,,ta,ta100,,tp,tp50
68.867542,-1.093,,70.4315112,,70.59435615,,-1.087979522,,,,-0.39976015,,66.733232,70.0906163,,-1.8637571,-1.873924318
69.784798,-1.0930972,,70.45326127,,70.63759433,,-1.087848535,,,,-0.3983285,,69.270226,70.10837124,,-1.8698929,-1.873916504
72.724256,-1.0917045,,70.46895633,,70.65995643,,-1.087697207,,,,-0.39797649,,69.132083,70.08909368,,-1.8676258,-1.873864644
77.526093,-1.0977018,,70.46420209,,70.63425806,,-1.087539712,,,,-0.39827702,,71.880459,70.09811431,,-1.8745054,-1.873927196
74.707751,-1.0890966,,70.42999864,,70.54814017,,-1.087378904,,,,-0.397822,,69.745041,70.07140272,,-1.8690351,-1.873955788
72.463874,-1.0869522,,70.40447445,,70.49483324,,-1.087417699,,,,-0.39873358,,69.269024,70.11468794,,-1.8682251,-1.874127666
70.312589,-1.0865514,,70.39592142,,70.45552624,,-1.087506163,,,,-0.39786929,,68.077417,70.1140804,,-1.8655446,-1.874242812
67.805627,-1.0832453,,70.39645414,,70.4329333,,-1.087615197,,,,-0.39740575,,67.399396,70.11865694,,-1.8627471,-1.874435078
70.03501,-1.0920914,,70.41130295,,70.44371845,,-1.087803892,,,,-0.39674645,,69.118897,70.1489948,,-1.864873,-1.87469334
71.615881,-1.0981099,,70.40495782,,70.41205385,,-1.08785146,,,,-0.39607137,,69.569648,70.16563969,,-1.8621043,-1.87487589
69.230817,-1.0927478,,70.38586672,,70.37117134,,-1.087819697,,,,-0.39612262,,72.403568,70.19009688,,-1.8667862,-1.87516042
68.592776,-1.0936411,,70.38308803,,70.37542072,,-1.087803995,,,,-0.39628748,,70.066363,70.14495914,,-1.8575813,-1.875165674
68.484546,-1.0963792,,70.39904934,,70.37158661,,-1.087645186,,,,-0.3958485,,72.868459,70.13481449,,-1.8637429,-1.875202608
67.931892,-1.0969664,,70.41626416,,70.37149336,,-1.087421803,,,,-0.39712342,,73.288379,70.06996541,,-1.8656693,-1.87524343
66.275468,-1.0904327,,70.44518942,,70.40214259,,-1.087238613,,,,-0.39618505,,70.045541,70.04420192,,-1.8632869,-1.875314404
68.499927,-1.0888331,,70.47729939,,70.46994205,,-1.08716858,,,,-0.39724028,,66.283839,70.06018659,,-1.8623578,-1.87557046
70.411851,-1.0857162,,70.49851835,,70.47287903,,-1.087018477,,,,-0.39640226,,69.977945,70.14087166,,-1.8777277,-1.875833696
70.69955,-1.0827356,,70.51145877,,70.47250594,,-1.086992242,,,,-0.39637322,,71.165831,70.18169367,,-1.8826931,-1.875746642
73.124661,-1.0893785,,70.4991348,,70.46327405,,-1.087024011,,,,-0.39603784,,68.468014,70.19451439,,-1.8749799,-1.875632582
71.995365,-1.0878154,,70.4573164,,70.38595671,,-1.086895559,,,,-0.3972876,,71.679215,70.22882993,,-1.8842566,-1.876109108
67.476763,-1.0780185,,70.43074699,,70.3367324,,-1.086845541,,,,-0.39672905,,71.185881,70.24502626,,-1.8848415,-1.876091236
66.290576,-1.0770716,,70.42848971,,70.35157881,,-1.086910176,,,,-0.39586236,,68.67153,70.243832,,-1.8810948,-1.87602224
68.258985,-1.0817091,,70.4614419,,70.38812878,,-1.086902493,,,,-0.39535438,,68.169764,70.2455977,,-1.8833368,-1.87593987
74.111628,-1.092605,,70.48451194,,70.46892604,,-1.086968088,,,,-0.39546484,,66.398223,70.22344745,,-1.8801367,-1.875761832
75.236643,-1.0920962,,70.46483714,,70.43931891,,-1.086778126,,,,-0.39552715,,66.141891,70.26797736,,-1.8778844,-1.875496278
72.125021,-1.0854485,,70.43609149,,70.37763814,,-1.086568579,,,,-0.39602568,,69.022398,70.28430508,,-1.8791471,-1.87544308
68.884496,-1.0842193,,70.40356551,,70.33250706,,-1.086411977,,,,-0.39531372,,69.284075,70.29894398,,-1.872014,-1.875037836
65.270497,-1.0798225,,70.38307012,,70.348782,,-1.08635196,,,,-0.39547964,,72.845971,70.32044922,,-1.8784083,-1.875213238
66.914651,-1.084029,,70.40132113,,70.39273785,,-1.086285935,,,,-0.39765586,,70.280192,70.29777712,,-1.8712619,-1.875088822
67.878014,-1.0841815,,70.42712798,,70.4414454,,-1.086198929,,,,-0.39714999,,72.143796,70.28045737,,-1.8785788,-1.875192432
71.855405,-1.094089,,70.45912106,,70.49183759,,-1.086068754,,,,-0.39673505,,71.048357,70.24453137,,-1.8795047,-1.875221378
70.754118,-1.0916019,,70.45525908,,70.49332677,,-1.085757081,,,,-0.39502316,,69.761533,70.20595514,,-1.8820728,-1.875235728
72.371004,-1.0994303,,70.4744629,,70.50906387,,-1.085452049,,,,-0.3969097,,68.754327,70.15395799,,-1.8848696,-1.87519733
72.314528,-1.1029946,,70.47093499,,70.50381742,,-1.085037514,,,,-0.39749308,,68.671877,70.15260067,,-1.8880002,-1.87493059
66.359283,-1.0884619,,70.44514774,,70.47915155,,-1.084507063,,,,-0.39677172,,70.414635,70.1611736,,-1.8943895,-1.874715492
66.26803,-1.0882954,,70.45398685,,70.53733678,,-1.084161264,,,,-0.39740418,,70.927338,70.17722967,,-1.8965733,-1.874550952
67.293504,-1.0873713,,70.46166749,,70.58241885,,-1.083741832,,,,-0.39733702,,68.297018,70.17815611,,-1.888869,-1.87432265
70.994907,-1.0859964,,70.48477351,,70.6491461,,-1.083407415,,,,-0.39654577,,66.57294,70.18264036,,-1.8808048,-1.874149578
71.985757,-1.0815482,,70.49710844,,70.67037931,,-1.083098905,,,,-0.39671458,,68.232787,70.22292831,,-1.8808781,-1.874179844
74.508655,-1.0880028,,70.50631818,,70.65034973,,-1.082820965,,,,-0.39537214,,69.036274,70.23699798,,-1.8781746,-1.874222152
70.884001,-1.0806043,,70.51068306,,70.59709404,,-1.082522488,,,,-0.3948805,,72.516178,70.26948625,,-1.8842814,-1.874172138
70.499039,-1.0847391,,70.50907139,,70.56427085,,-1.08229072,,,,-0.39479251,,72.165011,70.27550352,,-1.8805171,-1.873964014
69.669713,-1.0866859,,70.49859695,,70.57879488,,-1.082154798,,,,-0.39362795,,69.01924,70.28513624,,-1.869804,-1.873761332
70.861963,-1.092946,,70.50484909,,70.5689834,,-1.081913433,,,,-0.39478511,,67.178665,70.31248639,,-1.8633706,-1.873937178
68.815362,-1.0884381,,70.50500608,,70.56825131,,-1.081684408,,,,-0.39600764,,69.655167,70.36484316,,-1.8683902,-1.87412834
70.739009,-1.0934739,,70.51733979,,70.56560229,,-1.081470889,,,,-0.39587952,,70.439495,70.37391235,,-1.8645769,-1.87436629
72.573284,-1.0965175,,70.51702462,,70.49600508,,-1.081119456,,,,-0.39471768,,73.295381,70.35554132,,-1.8631351,-1.874729916
74.08759,-1.0967648,,70.50103373,,70.43967062,,-1.080852942,,,,-0.39551513,,76.843753,70.33203489,,-1.8683015,-1.875045502
72.893834,-1.093137,,70.47394693,,70.41505194,,-1.080691474,,,,-0.39353356,,74.781484,70.25957409,,-1.8651253,-1.875337152
69.994169,-1.0898753,,70.45241474,,70.4107456,,-1.080534576,,,,-0.39569192,,71.066362,70.19487435,,-1.8604808,-1.875650556
66.247942,-1.0853995,,70.42630752,,70.46535903,,-1.080450846,,,,-0.39516992,,70.336256,70.20850151,,-1.8633664,-1.87616747
67.475845,-1.0905313,,70.4325016,,70.53829726,,-1.080383386,,,,-0.39576885,,70.550281,70.22326299,,-1.8672999,-1.876519576
70.512719,-1.0968046,,70.43558287,,70.55500481,,-1.080226933,,,,-0.3968676,,70.494875,70.222034,,-1.8707534,-1.876691184
72.078449,-1.0972595,,70.43611417,,70.51678568,,-1.079977318,,,,-0.39743211,,71.224074,70.22854898,,-1.875935,-1.876892488
71.478596,-1.0911343,,70.43645029,,70.46332261,,-1.079706371,,,,-0.39744539,,70.61572,70.2237659,,-1.877629,-1.876847284
72.219633,-1.0897247,,70.43398769,,70.42475977,,-1.079467789,,,,-0.39718826,,68.037617,70.18884666,,-1.8739824,-1.876976322
71.990916,-1.0857607,,70.40774516,,70.41824509,,-1.079299798,,,,-0.39628189,,67.93601,70.19700449,,-1.8751579,-1.87690504
72.479133,-1.0823666,,70.38258823,,70.40957514,,-1.079125489,,,,-0.39483851,,68.599083,70.20402451,,-1.8756602,-1.876753518
70.329704,-1.0713008,,70.35929628,,70.42506371,,-1.079066409,,,,-0.39659891,,69.889762,70.20228553,,-1.8740005,-1.876690008
72.174452,-1.0723726,,70.3557998,,70.45170387,,-1.079126439,,,,-0.39582081,,73.503564,70.1755747,,-1.8763308,-1.876700968
72.127172,-1.0694201,,70.3463165,,70.41440273,,-1.079093796,,,,-0.39630781,,71.781494,70.12719505,,-1.8670489,-1.87680851
72.446706,-1.0700932,,70.34677163,,70.37519844,,-1.079117739,,,,-0.39505134,,69.260083,70.11793473,,-1.859428,-1.876969634
73.596492,-1.0780143,,70.33666274,,70.33481179,,-1.079135044,,,,-0.39576647,,71.171198,70.14331327,,-1.865784,-1.877455042
71.688876,-1.0833158,,70.31833392,,70.28913266,,-1.07904136,,,,-0.3961454,,71.370069,70.15477301,,-1.869218,-1.877693442
70.685888,-1.0878492,,70.30499859,,70.31008147,,-1.078932392,,,,-0.39631698,,71.268777,70.13403171,,-1.8760897,-1.878004754
68.504525,-1.084068,,70.30354134,,70.34818592,,-1.07870482,,,,-0.39797215,,67.59002,70.12302661,,-1.8755196,-1.877958146
68.410967,-1.0831627,,70.31397831,,70.40886489,,-1.078512242,,,,-0.39870322,,65.332654,70.13450686,,-1.873375,-1.877984374
70.681948,-1.0864093,,70.33195745,,70.43254849,,-1.078253212,,,,-0.39835698,,66.624723,70.1920298,,-1.8769901,-1.87804319
71.986364,-1.0854681,,70.33521054,,70.42129448,,-1.077952227,,,,-0.39871949,,75.04149,70.20109439,,-1.8988062,-1.877999264
73.525038,-1.0858528,,70.32889319,,70.40197741,,-1.077687327,,,,-0.39663471,,70.542857,70.13357111,,-1.883363,-1.877607154
73.689341,-1.0848032,,70.31570193,,70.39032621,,-1.077484099,,,,-0.39646587,,70.838759,70.10166,,-1.8813917,-1.87775974
73.244455,-1.0849122,,70.30950024,,70.36220943,,-1.077259796,,,,-0.39216061,,70.479228,70.10099326,,-1.8769763,-1.87795409
70.950435,-1.086989,,70.29715529,,70.34351879,,-1.077089454,,,,-0.39371415,,71.301295,70.06936446,,-1.8744349,-1.878162592
67.667092,-1.0879274,,70.28303592,,70.34857265,,-1.076991364,,,,-0.39387271,,71.826143,70.04430028,,-1.866859,-1.878247838
69.507585,-1.0981169,,70.29112944,,70.36902278,,-1.076908437,,,,-0.39398772,,76.067606,69.99664405,,-1.8752245,-1.878718998
68.187348,-1.0959602,,70.32051541,,70.38770838,,-1.076802091,,,,-0.39378302,,70.055182,69.91272732,,-1.8588849,-1.878756748
68.221877,-1.0960788,,70.33147365,,70.39683089,,-1.076651912,,,,-0.39588589,,75.861249,69.92576637,,-1.8807841,-1.87922121
71.236942,-1.1030227,,70.33748537,,70.42470165,,-1.076538279,,,,-0.39678739,,70.031568,69.90535006,,-1.8721875,-1.879283752
70.709082,-1.0986994,,70.32656411,,70.41827861,,-1.07632833,,,,-0.39467814,,69.866339,69.91486823,,-1.8764424,-1.879529076
71.353672,-1.0961436,,70.31505853,,70.42130177,,-1.076156796,,,,-0.39419297,,70.868071,69.91241407,,-1.8800261,-1.879747498
70.099049,-1.0846511,,70.30242811,,70.40370666,,-1.075936484,,,,-0.39521605,,70.858897,69.89010529,,-1.8802222,-1.88009811
72.408381,-1.0821579,,70.31231666,,70.38730712,,-1.075733992,,,,-0.39504273,,70.473433,69.89548866,,-1.8801529,-1.880434502
73.479312,-1.0804195,,70.31228213,,70.34625244,,-1.075454794,,,,-0.39479592,,66.673385,69.89592617,,-1.8715326,-1.880576638
71.460907,-1.0736327,,70.28290566,,70.31924575,,-1.075185993,,,,-0.39526682,,68.076869,69.93670418,,-1.8772453,-1.881005476
70.471999,-1.0730713,,70.28577001,,70.32989159,,-1.075000122,,,,-0.39488971,,70.959517,69.95392005,,-1.8861625,-1.88126418
70.357006,-1.0776212,,70.30279552,,70.36502609,,-1.074872381,,,,-0.39437318,,70.01812,69.93395663,,-1.8851582,-1.88142419
70.448037,-1.0835583,,70.32641901,,70.39413679,,-1.074736354,,,,-0.39651006,,67.135148,69.87817316,,-1.8802154,-1.881502964
72.325923,-1.0969737,,70.32371222,,70.37706064,,-1.074477188,,,,-0.39669536,,67.246293,69.86673968,,-1.8823181,-1.881512398
72.254582,-1.1018187,,70.31797141,,70.35395538,,-1.074160325,,,,-0.39744177,,68.298223,69.89111441,,-1.8829935,-1.881538714
69.581143,-1.0962362,,70.31404823,,70.32530619,,-1.073797257,,,,-0.3984754,,68.485049,69.95975959,,-1.8756739,-1.881427438
66.98884,-1.0892179,,70.32676058,,70.3445691,,-1.073558226,,,,-0.39791506,,70.681481,69.97836678,,-1.8738752,-1.88150814
70.020844,-1.0974667,,70.3413575,,70.38372266,,-1.073378871,,,,-0.39729297,,70.548269,69.95125574,,-1.870383,-1.881511172
69.02924,-1.0937251,,70.3323479,,70.38700037,,-1.073121218,,,,-0.39715364,,73.63706,69.94082409,,-1.8785963,-1.88147569
69.112732,-1.0919848,,70.34392175,,70.41537671,,-1.072977393,,,,-0.39628495,,71.248639,69.88806894,,-1.8729287,-1.881194004
71.316599,-1.0938578,,70.34808048,,70.40759889,,-1.072817496,,,,-0.39693018,,72.551538,69.87320353,,-1.8802877,-1.88114322
70.501249,-1.0847652,,70.35206599,,70.36989899,,-1.072702326,,,,-0.39602974,,71.181465,69.84848914,,-1.8827582,-1.881124826
72.954405,-1.0854201,,70.36058428,,70.32963515,,-1.072706148,,,,-0.39664963,,67.845499,69.85141834,,-1.8789144,-1.881091968
70.157109,-1.0731959,,70.33886745,,70.27355508,,-1.072749471,,,,-0.3953139,,68.342916,69.88383989,,-1.882884,-1.881300768
71.204005,-1.0748659,,70.332971,,70.27664049,,-1.072999337,,,,-0.39476656,,67.490266,69.93404324,,-1.8807955,-1.881331616
73.148122,-1.0800323,,70.31901233,,70.25705713,,-1.073161883,,,,-0.3956295,,69.679396,69.98781209,,-1.8863265,-1.881275536
71.998646,-1.0781157,,70.29723504,,70.24122574,,-1.073251033,,,,-0.39441037,,68.508726,70.0323195,,-1.8809717,-1.88128081
70.180117,-1.0761125,,70.30939207,,70.25331826,,-1.073262021,,,,-0.39358997,,67.34247,70.08614043,,-1.8758803,-1.88133246
69.000422,-1.0817818,,70.31050817,,70.28087379,,-1.073253307,,,,-0.39203985,,70.034146,70.12906352,,-1.8808186,-1.881432166
69.430365,-1.0929373,,70.32778807,,70.30893177,,-1.07316686,,,,-0.38963944,,69.2093,70.14704459,,-1.8736748,-1.88156674
68.572481,-1.0957101,,70.33962057,,70.32195441,,-1.072968808,,,,-0.39038608,,74.073563,70.17486179,,-1.8840809,-1.881984954
68.075888,-1.0973458,,70.34138514,,70.33262064,,-1.072747333,,,,-0.38952735,,69.20827,70.1603561,,-1.8704183,-1.882141718
68.873357,-1.1019261,,70.35553228,,70.35975127,,-1.072561165,,,,-0.38934285,,68.535071,70.13686024,,-1.8675818,-1.882718094
66.900214,-1.0968006,,70.35490253,,70.37535979,,-1.072338407,,,,-0.3880757,,70.433182,70.09522365,,-1.8724847,-1.883314168
67.568513,-1.0949654,,70.37141048,,70.414353,,-1.072192086,,,,-0.39008909,,70.783386,70.0891455,,-1.8745485,-1.883740662
69.651505,-1.0911933,,70.4121945,,70.42651276,,-1.072025398,,,,-0.39049109,,72.015367,70.09501488,,-1.8817079,-1.883963964
68.213199,-1.077919,,70.45171219,,70.4079799,,-1.071871088,,,,-0.39186636,,67.889794,70.10161625,,-1.8751051,-1.884048538
68.475315,-1.0742643,,70.46139417,,70.41267341,,-1.071845955,,,,-0.39111953,,69.051898,70.11261844,,-1.8836984,-1.88433713
