date,target
2017-05-16,6261
2017-05-16,6261
2017-05-16,6040
2017-05-16,6040
2017-05-16,6040
2017-05-16,6040
2017-05-17,6224
2017-05-17,6224
2017-05-17,6224
2017-05-17,7230
2017-05-17,7230
2017-05-17,7230
2017-05-17,6860
2017-05-17,6860
2017-05-17,6860
2017-05-18,6222
2017-05-18,6222
2017-05-18,6222
2017-05-18,6222
2017-05-18,6218
2017-05-18,6218
2017-05-18,6218
2017-05-18,6218
2017-05-18,6489
2017-05-18,6489
2017-05-18,6489
2017-05-18,6489
2017-05-18,5863
2017-05-18,5863
2017-05-18,5863
2017-05-18,5863
2017-05-19,5364
2017-05-19,5364
2017-05-19,5364
2017-05-19,5364
2017-05-19,6100
2017-05-19,6100
2017-05-19,6100
2017-05-19,6100
2017-05-19,6622
2017-05-19,6622
2017-05-19,6622
2017-05-19,6622
2017-05-19,6052
2017-05-19,6052
2017-05-19,6052
2017-05-19,6052
2017-05-20,5548
2017-05-20,5548
2017-05-20,5548
2017-05-20,5548
2017-05-20,6100
2017-05-20,6100
2017-05-20,6100
2017-05-20,6100
2017-05-20,5977
2017-05-20,5977
2017-05-20,5977
2017-05-20,5977
2017-05-20,6022
2017-05-20,6022
2017-05-20,6022
2017-05-20,6022
2017-05-21,4932
2017-05-21,4932
2017-05-21,4932
2017-05-21,4932
2017-05-21,6531
2017-05-21,6531
2017-05-21,6531
2017-05-21,6531
2017-05-21,5912
2017-05-21,5912
2017-05-21,5912
2017-05-21,5912
2017-05-21,5821
2017-05-21,5821
2017-05-21,5821
2017-05-21,5821
2017-05-22,5283
2017-05-22,5283
2017-05-22,5283
2017-05-22,6867
2017-05-22,6867
2017-05-22,6867
2017-05-22,6835
2017-05-22,6835
2017-05-22,6835
2017-05-23,5818
2017-05-23,5818
2017-05-23,5818
2017-05-23,5818
2017-05-23,5857
2017-05-23,5857
2017-05-23,5857
2017-05-23,5857
2017-05-23,6915
2017-05-23,6915
2017-05-23,6915
2017-05-23,6915
2017-05-23,6170
2017-05-23,6170
2017-05-23,6170
2017-05-23,6170
2017-05-24,5533
2017-05-24,5533
2017-05-24,5533
2017-05-24,5533
2017-05-24,6010
2017-05-24,6010
2017-05-24,6010
2017-05-24,6010
2017-05-24,7024
2017-05-24,7024
2017-05-24,7024
2017-05-24,7024
2017-05-24,6912
2017-05-24,6912
2017-05-24,6912
2017-05-24,6912
2017-05-25,5835
2017-05-25,5835
2017-05-25,5835
2017-05-25,5835
2017-05-25,6684
2017-05-25,6684
2017-05-25,6684
2017-05-25,6684
2017-05-25,6686
2017-05-25,6686
2017-05-25,6686
2017-05-25,6686
2017-05-25,6306
2017-05-25,6306
2017-05-25,6306
2017-05-25,6306
2017-05-26,5214
2017-05-26,5214
2017-05-26,5214
2017-05-26,6489
2017-05-26,6489
2017-05-26,6489
2017-05-26,6238
2017-05-26,6238
2017-05-26,6238
2017-05-27,5282
2017-05-27,5282
2017-05-27,5282
2017-05-27,5282
2017-05-27,5405
2017-05-27,5405
2017-05-27,5405
2017-05-27,5405
2017-05-27,6339
2017-05-27,6339
2017-05-27,6339
2017-05-27,6339
2017-05-27,5865
2017-05-27,5865
2017-05-27,5865
2017-05-27,5865
2017-05-28,5857
2017-05-28,5857
2017-05-28,5857
2017-05-28,5857
2017-05-28,6041
2017-05-28,6041
2017-05-28,6041
2017-05-28,6041
2017-05-28,6521
2017-05-28,6521
2017-05-28,6521
2017-05-28,6521
2017-05-28,5908
2017-05-28,5908
2017-05-28,5908
2017-05-28,5908
2017-05-29,5566
2017-05-29,5566
2017-05-29,5566
