date,target
2017-05-16,5305
2017-05-16,5305
2017-05-16,5305
2017-05-16,5305
2017-05-16,6863
2017-05-16,6863
2017-05-16,6863
2017-05-16,6863
2017-05-16,6527
2017-05-16,6527
2017-05-16,6527
2017-05-16,6527
2017-05-16,6266
2017-05-16,6266
2017-05-16,6266
2017-05-16,6266
2017-05-17,5412
2017-05-17,5412
2017-05-17,5412
2017-05-17,6680
2017-05-17,6680
2017-05-17,6680
2017-05-17,6516
2017-05-17,6516
2017-05-17,6516
2017-05-18,5721
2017-05-18,5721
2017-05-18,5721
2017-05-18,5721
2017-05-18,5901
2017-05-18,5901
2017-05-18,5901
2017-05-18,5901
2017-05-18,6545
2017-05-18,6545
2017-05-18,6545
2017-05-18,6545
2017-05-18,6574
2017-05-18,6574
2017-05-18,6574
2017-05-18,6574
2017-05-19,5433
2017-05-19,5433
2017-05-19,5433
2017-05-19,5433
2017-05-19,6675
2017-05-19,6675
2017-05-19,6675
2017-05-19,6675
2017-05-19,6819
2017-05-19,6819
2017-05-19,6819
2017-05-19,6819
2017-05-19,6790
2017-05-19,6790
2017-05-19,6790
2017-05-19,6790
2017-05-20,5315
2017-05-20,5315
2017-05-20,5315
2017-05-20,5315
2017-05-20,6188
2017-05-20,6188
2017-05-20,6188
2017-05-20,6188
2017-05-20,5964
2017-05-20,5964
2017-05-20,5964
2017-05-20,5964
2017-05-20,6708
2017-05-20,6708
2017-05-20,6708
2017-05-20,6708
2017-05-21,4905
2017-05-21,4905
2017-05-21,4905
2017-05-21,4905
2017-05-21,5407
2017-05-21,5407
2017-05-21,5407
2017-05-21,5407
2017-05-21,5292
2017-05-21,5292
2017-05-21,5292
2017-05-21,5292
2017-05-21,5755
2017-05-21,5755
2017-05-21,5755
2017-05-21,5755
2017-05-22,4951
2017-05-22,4951
2017-05-22,4951
2017-05-22,6914
2017-05-22,6914
2017-05-22,6914
2017-05-22,6529
2017-05-22,6529
2017-05-22,6529
2017-05-23,5778
2017-05-23,5778
